date,ticker,expiry,option_type,strike,underlying_price,implied_volatility,delta,bid,ask,volume,open_interest
2025-09-29,AAPL,2025-10-24,P,134.65,143.24,0.25249,-0.25,1.42,1.47,319,1577
2025-09-29,AAPL,2025-10-24,P,126.05,143.24,0.251188,-0.1,1.42,1.46,52,3019
2025-09-29,AAPL,2025-10-31,C,160.43,143.24,0.26278,0.1,1.48,1.54,142,2697
2025-09-29,AAPL,2025-10-31,C,151.84,143.24,0.261803,0.25,1.47,1.53,312,4036
2025-09-29,AAPL,2025-10-31,C,143.24,143.24,0.258547,0.5,1.46,1.5,178,3269
2025-09-29,AAPL,2025-10-31,P,143.24,143.24,0.258547,-0.5,1.46,1.51,87,2866
2025-09-29,AAPL,2025-10-31,P,134.65,143.24,0.25529,-0.25,1.44,1.48,296,4532
2025-09-29,AAPL,2025-10-31,P,126.05,143.24,0.253988,-0.1,1.43,1.48,176,27
2025-09-29,AAPL,2025-11-28,C,160.43,143.24,0.27398,0.1,1.55,1.59,5,909
2025-09-29,AAPL,2025-11-28,C,151.84,143.24,0.273003,0.25,1.54,1.59,138,2994
2025-09-29,AAPL,2025-11-28,C,143.24,143.24,0.269747,0.5,1.52,1.57,494,4071
2025-09-29,AAPL,2025-11-28,P,143.24,143.24,0.269747,-0.5,1.52,1.57,407,2309
2025-09-29,AAPL,2025-11-28,P,134.65,143.24,0.26649,-0.25,1.5,1.55,223,2611
2025-09-29,AAPL,2025-11-28,P,126.05,143.24,0.265188,-0.1,1.49,1.54,220,1380
2025-09-30,AAPL,2025-10-25,C,162.4,145.0,0.235424,0.1,1.34,1.39,264,2519
2025-09-30,AAPL,2025-10-25,C,153.7,145.0,0.23524,0.25,1.34,1.39,12,2755
2025-09-30,AAPL,2025-10-25,C,145.0,145.0,0.234626,0.5,1.33,1.39,189,1475
2025-09-30,AAPL,2025-10-25,P,145.0,145.0,0.234626,-0.5,1.33,1.39,198,1328
2025-09-30,AAPL,2025-10-25,P,136.3,145.0,0.234012,-0.25,1.34,1.38,234,812
2025-09-30,AAPL,2025-10-25,P,127.6,145.0,0.233767,-0.1,1.34,1.38,94,4735
2025-09-30,AAPL,2025-11-01,C,162.4,145.0,0.238224,0.1,1.35,1.41,134,3813
2025-09-30,AAPL,2025-11-01,C,153.7,145.0,0.23804,0.25,1.36,1.4,9,4495
2025-09-30,AAPL,2025-11-01,C,145.0,145.0,0.237426,0.5,1.35,1.4,463,1667
2025-09-30,AAPL,2025-11-01,P,145.0,145.0,0.237426,-0.5,1.35,1.4,271,3312
2025-09-30,AAPL,2025-11-01,P,136.3,145.0,0.236812,-0.25,1.35,1.39,38,2512
2025-09-30,AAPL,2025-11-01,P,127.6,145.0,0.236567,-0.1,1.34,1.4,286,949
2025-09-30,AAPL,2025-11-29,C,162.4,145.0,0.249424,0.1,1.42,1.47,491,2667
2025-09-30,AAPL,2025-11-29,C,153.7,145.0,0.24924,0.25,1.42,1.47,181,4822
2025-09-30,AAPL,2025-11-29,C,145.0,145.0,0.248626,0.5,1.41,1.47,374,3111
2025-09-30,AAPL,2025-11-29,P,145.0,145.0,0.248626,-0.5,1.42,1.47,65,3019
2025-09-30,AAPL,2025-11-29,P,136.3,145.0,0.248012,-0.25,1.41,1.46,154,306
2025-09-30,AAPL,2025-11-29,P,127.6,145.0,0.247767,-0.1,1.41,1.46,239,3584
2025-10-01,AAPL,2025-10-26,C,160.91,143.67,0.239362,0.1,1.35,1.4,233,3365
2025-10-01,AAPL,2025-10-26,C,152.29,143.67,0.239271,0.25,1.35,1.4,311,108
2025-10-01,AAPL,2025-10-26,C,143.67,143.67,0.238969,0.5,1.35,1.39,271,1765
2025-10-01,AAPL,2025-10-26,P,143.67,143.67,0.238969,-0.5,1.35,1.4,467,842
2025-10-01,AAPL,2025-10-26,P,135.05,143.67,0.238666,-0.25,1.35,1.39,63,1158
2025-10-01,AAPL,2025-10-26,P,126.43,143.67,0.238545,-0.1,1.34,1.4,345,3858
2025-10-01,AAPL,2025-11-02,C,160.91,143.67,0.242162,0.1,1.37,1.42,450,870
2025-10-01,AAPL,2025-11-02,C,152.29,143.67,0.242071,0.25,1.37,1.41,383,444
2025-10-01,AAPL,2025-11-02,C,143.67,143.67,0.241769,0.5,1.37,1.41,347,237
2025-10-01,AAPL,2025-11-02,P,143.67,143.67,0.241769,-0.5,1.37,1.41,365,4808
2025-10-01,AAPL,2025-11-02,P,135.05,143.67,0.241466,-0.25,1.36,1.41,168,4114
2025-10-01,AAPL,2025-11-02,P,126.43,143.67,0.241345,-0.1,1.37,1.41,101,1347
2025-10-01,AAPL,2025-11-30,C,160.91,143.67,0.253362,0.1,1.43,1.49,325,1923
2025-10-01,AAPL,2025-11-30,C,152.29,143.67,0.253271,0.25,1.43,1.48,127,4880
2025-10-01,AAPL,2025-11-30,C,143.67,143.67,0.252969,0.5,1.43,1.48,451,1533
2025-10-01,AAPL,2025-11-30,P,143.67,143.67,0.252969,-0.5,1.43,1.48,136,282
2025-10-01,AAPL,2025-11-30,P,135.05,143.67,0.252666,-0.25,1.43,1.47,338,45
2025-10-01,AAPL,2025-11-30,P,126.43,143.67,0.252545,-0.1,1.42,1.48,284,3359
2025-10-02,AAPL,2025-10-27,C,159.71,142.6,0.242445,0.1,1.36,1.41,318,3418
2025-10-02,AAPL,2025-10-27,C,151.15,142.6,0.243021,0.25,1.36,1.42,12,1502
2025-10-02,AAPL,2025-10-27,C,142.6,142.6,0.244943,0.5,1.37,1.42,309,4272
2025-10-02,AAPL,2025-10-27,P,142.6,142.6,0.244943,-0.5,1.37,1.43,441,4571
2025-10-02,AAPL,2025-10-27,P,134.04,142.6,0.246865,-0.25,1.39,1.43,62,610
2025-10-02,AAPL,2025-10-27,P,125.48,142.6,0.247633,-0.1,1.39,1.44,44,1485
2025-10-02,AAPL,2025-11-03,C,159.71,142.6,0.245245,0.1,1.37,1.43,468,192
2025-10-02,AAPL,2025-11-03,C,151.15,142.6,0.245821,0.25,1.38,1.43,67,4531
2025-10-02,AAPL,2025-11-03,C,142.6,142.6,0.247743,0.5,1.38,1.44,57,3254
2025-10-02,AAPL,2025-11-03,P,142.6,142.6,0.247743,-0.5,1.38,1.44,304,387
2025-10-02,AAPL,2025-11-03,P,134.04,142.6,0.249665,-0.25,1.4,1.45,7,53
2025-10-02,AAPL,2025-11-03,P,125.48,142.6,0.250433,-0.1,1.4,1.46,268,4514
2025-10-02,AAPL,2025-12-01,C,159.71,142.6,0.256445,0.1,1.44,1.48,357,100
2025-10-02,AAPL,2025-12-01,C,151.15,142.6,0.257021,0.25,1.44,1.49,71,1300
2025-10-02,AAPL,2025-12-01,C,142.6,142.6,0.258943,0.5,1.45,1.51,285,810
2025-10-02,AAPL,2025-12-01,P,142.6,142.6,0.258943,-0.5,1.45,1.5,205,2776
2025-10-02,AAPL,2025-12-01,P,134.04,142.6,0.260865,-0.25,1.46,1.51,13,737
2025-10-02,AAPL,2025-12-01,P,125.48,142.6,0.261633,-0.1,1.46,1.52,370,3093
2025-10-03,AAPL,2025-10-28,C,160.57,143.37,0.218317,0.1,1.23,1.28,312,4529
2025-10-03,AAPL,2025-10-28,C,151.97,143.37,0.219705,0.25,1.23,1.29,11,4057
2025-10-03,AAPL,2025-10-28,C,143.37,143.37,0.224333,0.5,1.26,1.31,473,4440
2025-10-03,AAPL,2025-10-28,P,143.37,143.37,0.224333,-0.5,1.26,1.31,260,3521
2025-10-03,AAPL,2025-10-28,P,134.77,143.37,0.228961,-0.25,1.29,1.34,202,3003
2025-10-03,AAPL,2025-10-28,P,126.16,143.37,0.230813,-0.1,1.29,1.35,51,4922
2025-10-03,AAPL,2025-11-04,C,160.57,143.37,0.221117,0.1,1.24,1.29,209,2873
2025-10-03,AAPL,2025-11-04,C,151.97,143.37,0.222505,0.25,1.25,1.3,9,4928
2025-10-03,AAPL,2025-11-04,C,143.37,143.37,0.227133,0.5,1.27,1.33,70,335
2025-10-03,AAPL,2025-11-04,P,143.37,143.37,0.227133,-0.5,1.28,1.33,391,4483
2025-10-03,AAPL,2025-11-04,P,134.77,143.37,0.231761,-0.25,1.3,1.36,30,3713
2025-10-03,AAPL,2025-11-04,P,126.16,143.37,0.233613,-0.1,1.31,1.37,191,2082
2025-10-03,AAPL,2025-12-02,C,160.57,143.37,0.232317,0.1,1.31,1.36,437,4046
2025-10-03,AAPL,2025-12-02,C,151.97,143.37,0.233705,0.25,1.32,1.36,255,3427
2025-10-03,AAPL,2025-12-02,C,143.37,143.37,0.238333,0.5,1.34,1.39,474,4224
2025-10-03,AAPL,2025-12-02,P,143.37,143.37,0.238333,-0.5,1.34,1.39,162,3712
2025-10-03,AAPL,2025-12-02,P,134.77,143.37,0.242961,-0.25,1.37,1.41,339,698
2025-10-03,AAPL,2025-12-02,P,126.16,143.37,0.244813,-0.1,1.38,1.43,171,285
2025-10-06,AAPL,2025-10-31,C,160.04,142.89,0.216907,0.1,1.21,1.27,478,254
2025-10-06,AAPL,2025-10-31,C,151.47,142.89,0.218792,0.25,1.22,1.28,248,2549
2025-10-06,AAPL,2025-10-31,C,142.89,142.89,0.225077,0.5,1.26,1.31,469,4435
2025-10-06,AAPL,2025-10-31,P,142.89,142.89,0.225077,-0.5,1.26,1.31,181,590
2025-10-06,AAPL,2025-10-31,P,134.32,142.89,0.231361,-0.25,1.3,1.34,349,2489
2025-10-06,AAPL,2025-10-31,P,125.75,142.89,0.233875,-0.1,1.31,1.37,276,2867
2025-10-06,AAPL,2025-11-07,C,160.04,142.89,0.219707,0.1,1.23,1.28,45,164
2025-10-06,AAPL,2025-11-07,C,151.47,142.89,0.221592,0.25,1.24,1.3,27,1642
2025-10-06,AAPL,2025-11-07,C,142.89,142.89,0.227877,0.5,1.28,1.33,367,3474
2025-10-06,AAPL,2025-11-07,P,142.89,142.89,0.227877,-0.5,1.28,1.33,235,328
2025-10-06,AAPL,2025-11-07,P,134.32,142.89,0.234161,-0.25,1.31,1.36,489,1592
2025-10-06,AAPL,2025-11-07,P,125.75,142.89,0.236675,-0.1,1.33,1.38,346,4100
2025-10-06,AAPL,2025-12-05,C,160.04,142.89,0.230907,0.1,1.3,1.34,211,2645
2025-10-06,AAPL,2025-12-05,C,151.47,142.89,0.232792,0.25,1.31,1.35,238,1079
2025-10-06,AAPL,2025-12-05,C,142.89,142.89,0.239077,0.5,1.34,1.39,101,3969
2025-10-06,AAPL,2025-12-05,P,142.89,142.89,0.239077,-0.5,1.34,1.39,85,720
2025-10-06,AAPL,2025-12-05,P,134.32,142.89,0.245361,-0.25,1.38,1.43,389,2119
2025-10-06,AAPL,2025-12-05,P,125.75,142.89,0.247875,-0.1,1.39,1.45,452,3273
2025-10-07,AAPL,2025-11-01,C,160.03,142.89,0.209434,0.1,1.18,1.22,303,2259
2025-10-07,AAPL,2025-11-01,C,151.46,142.89,0.212485,0.25,1.19,1.24,236,1845
2025-10-07,AAPL,2025-11-01,C,142.89,142.89,0.222656,0.5,1.25,1.3,318,2563
2025-10-07,AAPL,2025-11-01,P,142.89,142.89,0.222656,-0.5,1.24,1.3,127,877
2025-10-07,AAPL,2025-11-01,P,134.31,142.89,0.232826,-0.25,1.3,1.36,304,2013
2025-10-07,AAPL,2025-11-01,P,125.74,142.89,0.236895,-0.1,1.33,1.38,27,2647
2025-10-07,AAPL,2025-11-08,C,160.03,142.89,0.212234,0.1,1.19,1.24,280,4818
2025-10-07,AAPL,2025-11-08,C,151.46,142.89,0.215285,0.25,1.2,1.26,260,4864
2025-10-07,AAPL,2025-11-08,C,142.89,142.89,0.225456,0.5,1.26,1.32,330,3352
2025-10-07,AAPL,2025-11-08,P,142.89,142.89,0.225456,-0.5,1.26,1.31,263,4255
2025-10-07,AAPL,2025-11-08,P,134.31,142.89,0.235626,-0.25,1.33,1.37,347,4173
2025-10-07,AAPL,2025-11-08,P,125.74,142.89,0.239695,-0.1,1.35,1.39,168,3369
2025-10-07,AAPL,2025-12-06,C,160.03,142.89,0.223434,0.1,1.25,1.3,203,1849
2025-10-07,AAPL,2025-12-06,C,151.46,142.89,0.226485,0.25,1.27,1.31,42,2124
2025-10-07,AAPL,2025-12-06,C,142.89,142.89,0.236656,0.5,1.33,1.38,477,1131
2025-10-07,AAPL,2025-12-06,P,142.89,142.89,0.236656,-0.5,1.33,1.38,150,2924
2025-10-07,AAPL,2025-12-06,P,134.31,142.89,0.246826,-0.25,1.39,1.43,335,4152
2025-10-07,AAPL,2025-12-06,P,125.74,142.89,0.250895,-0.1,1.41,1.46,120,2892
2025-10-08,AAPL,2025-11-02,C,159.81,142.69,0.229454,0.1,1.28,1.33,495,2767
2025-10-08,AAPL,2025-11-02,C,151.25,142.69,0.232468,0.25,1.3,1.35,16,2142
2025-10-08,AAPL,2025-11-02,C,142.69,142.69,0.242515,0.5,1.36,1.41,98,912
2025-10-08,AAPL,2025-11-02,P,142.69,142.69,0.242515,-0.5,1.36,1.41,287,1871
2025-10-08,AAPL,2025-11-02,P,134.13,142.69,0.252562,-0.25,1.41,1.47,4,2179
2025-10-08,AAPL,2025-11-02,P,125.57,142.69,0.25658,-0.1,1.44,1.49,364,2135
2025-10-08,AAPL,2025-11-09,C,159.81,142.69,0.232254,0.1,1.3,1.35,106,1375
2025-10-08,AAPL,2025-11-09,C,151.25,142.69,0.235268,0.25,1.32,1.36,14,2704
2025-10-08,AAPL,2025-11-09,C,142.69,142.69,0.245315,0.5,1.37,1.43,376,3847
2025-10-08,AAPL,2025-11-09,P,142.69,142.69,0.245315,-0.5,1.38,1.42,213,988
2025-10-08,AAPL,2025-11-09,P,134.13,142.69,0.255362,-0.25,1.43,1.49,129,293
2025-10-08,AAPL,2025-11-09,P,125.57,142.69,0.25938,-0.1,1.46,1.5,398,4284
2025-10-08,AAPL,2025-12-07,C,159.81,142.69,0.243454,0.1,1.37,1.41,450,598
2025-10-08,AAPL,2025-12-07,C,151.25,142.69,0.246468,0.25,1.38,1.43,461,3004
2025-10-08,AAPL,2025-12-07,C,142.69,142.69,0.256515,0.5,1.44,1.49,391,3278
2025-10-08,AAPL,2025-12-07,P,142.69,142.69,0.256515,-0.5,1.44,1.49,75,1678
2025-10-08,AAPL,2025-12-07,P,134.13,142.69,0.266562,-0.25,1.5,1.54,36,4118
2025-10-08,AAPL,2025-12-07,P,125.57,142.69,0.27058,-0.1,1.52,1.57,276,3695
2025-10-09,AAPL,2025-11-03,C,160.27,143.1,0.230975,0.1,1.3,1.34,18,2208
2025-10-09,AAPL,2025-11-03,C,151.68,143.1,0.234227,0.25,1.32,1.37,391,2294
2025-10-09,AAPL,2025-11-03,C,143.1,143.1,0.245066,0.5,1.37,1.43,328,4555
2025-10-09,AAPL,2025-11-03,P,143.1,143.1,0.245066,-0.5,1.37,1.43,348,2918
2025-10-09,AAPL,2025-11-03,P,134.51,143.1,0.255905,-0.25,1.44,1.49,429,3226
2025-10-09,AAPL,2025-11-03,P,125.93,143.1,0.260241,-0.1,1.47,1.51,285,4061
2025-10-09,AAPL,2025-11-10,C,160.27,143.1,0.233775,0.1,1.31,1.37,398,1343
2025-10-09,AAPL,2025-11-10,C,151.68,143.1,0.237027,0.25,1.33,1.39,295,4245
2025-10-09,AAPL,2025-11-10,C,143.1,143.1,0.247866,0.5,1.39,1.44,23,4545
2025-10-09,AAPL,2025-11-10,P,143.1,143.1,0.247866,-0.5,1.4,1.44,265,149
2025-10-09,AAPL,2025-11-10,P,134.51,143.1,0.258705,-0.25,1.46,1.5,227,2831
2025-10-09,AAPL,2025-11-10,P,125.93,143.1,0.263041,-0.1,1.48,1.53,367,4710
2025-10-09,AAPL,2025-12-08,C,160.27,143.1,0.244975,0.1,1.38,1.42,339,1413
2025-10-09,AAPL,2025-12-08,C,151.68,143.1,0.248227,0.25,1.39,1.45,147,29
2025-10-09,AAPL,2025-12-08,C,143.1,143.1,0.259066,0.5,1.46,1.51,62,1893
2025-10-09,AAPL,2025-12-08,P,143.1,143.1,0.259066,-0.5,1.45,1.51,470,3460
2025-10-09,AAPL,2025-12-08,P,134.51,143.1,0.269905,-0.25,1.52,1.57,124,472
2025-10-09,AAPL,2025-12-08,P,125.93,143.1,0.274241,-0.1,1.55,1.59,339,4763
2025-10-10,AAPL,2025-11-04,C,162.16,144.79,0.239134,0.1,1.36,1.41,224,1010
2025-10-10,AAPL,2025-11-04,C,153.47,144.79,0.24135,0.25,1.37,1.43,332,1015
2025-10-10,AAPL,2025-11-04,C,144.79,144.79,0.248736,0.5,1.41,1.47,39,3818
2025-10-10,AAPL,2025-11-04,P,144.79,144.79,0.248736,-0.5,1.42,1.46,208,2529
2025-10-10,AAPL,2025-11-04,P,136.1,144.79,0.256122,-0.25,1.46,1.51,128,1900
2025-10-10,AAPL,2025-11-04,P,127.41,144.79,0.259077,-0.1,1.47,1.53,227,3468
2025-10-10,AAPL,2025-11-11,C,162.16,144.79,0.241934,0.1,1.37,1.43,340,2707
2025-10-10,AAPL,2025-11-11,C,153.47,144.79,0.24415,0.25,1.39,1.44,182,3567
2025-10-10,AAPL,2025-11-11,C,144.79,144.79,0.251536,0.5,1.43,1.48,427,892
2025-10-10,AAPL,2025-11-11,P,144.79,144.79,0.251536,-0.5,1.43,1.48,430,3177
2025-10-10,AAPL,2025-11-11,P,136.1,144.79,0.258922,-0.25,1.47,1.53,29,1223
2025-10-10,AAPL,2025-11-11,P,127.41,144.79,0.261877,-0.1,1.49,1.55,24,1903
2025-10-10,AAPL,2025-12-09,C,162.16,144.79,0.253134,0.1,1.44,1.49,483,983
2025-10-10,AAPL,2025-12-09,C,153.47,144.79,0.25535,0.25,1.45,1.51,440,1777
2025-10-10,AAPL,2025-12-09,C,144.79,144.79,0.262736,0.5,1.5,1.55,54,1121
2025-10-10,AAPL,2025-12-09,P,144.79,144.79,0.262736,-0.5,1.49,1.55,261,3907
2025-10-10,AAPL,2025-12-09,P,136.1,144.79,0.270122,-0.25,1.54,1.59,147,4725
2025-10-10,AAPL,2025-12-09,P,127.41,144.79,0.273077,-0.1,1.56,1.6,395,673
2025-10-13,AAPL,2025-11-07,C,162.28,144.89,0.226166,0.1,1.28,1.34,302,1260
2025-10-13,AAPL,2025-11-07,C,153.59,144.89,0.230037,0.25,1.31,1.36,272,1598
2025-10-13,AAPL,2025-11-07,C,144.89,144.89,0.24294,0.5,1.38,1.43,173,3300
2025-10-13,AAPL,2025-11-07,P,144.89,144.89,0.24294,-0.5,1.38,1.44,340,2283
2025-10-13,AAPL,2025-11-07,P,136.2,144.89,0.255843,-0.25,1.46,1.51,310,2894
2025-10-13,AAPL,2025-11-07,P,127.51,144.89,0.261004,-0.1,1.49,1.54,216,1272
2025-10-13,AAPL,2025-11-14,C,162.28,144.89,0.228966,0.1,1.3,1.36,304,1042
2025-10-13,AAPL,2025-11-14,C,153.59,144.89,0.232837,0.25,1.32,1.38,220,741
2025-10-13,AAPL,2025-11-14,C,144.89,144.89,0.24574,0.5,1.4,1.45,288,936
2025-10-13,AAPL,2025-11-14,P,144.89,144.89,0.24574,-0.5,1.39,1.45,224,3433
2025-10-13,AAPL,2025-11-14,P,136.2,144.89,0.258643,-0.25,1.48,1.52,206,3468
2025-10-13,AAPL,2025-11-14,P,127.51,144.89,0.263804,-0.1,1.5,1.55,219,1694
2025-10-13,AAPL,2025-12-12,C,162.28,144.89,0.240166,0.1,1.37,1.41,128,3596
2025-10-13,AAPL,2025-12-12,C,153.59,144.89,0.244037,0.25,1.39,1.44,156,1642
2025-10-13,AAPL,2025-12-12,C,144.89,144.89,0.25694,0.5,1.46,1.52,200,1351
2025-10-13,AAPL,2025-12-12,P,144.89,144.89,0.25694,-0.5,1.47,1.51,228,3003
2025-10-13,AAPL,2025-12-12,P,136.2,144.89,0.269843,-0.25,1.54,1.59,2,1390
2025-10-13,AAPL,2025-12-12,P,127.51,144.89,0.275004,-0.1,1.57,1.62,459,1438
2025-10-14,AAPL,2025-11-08,C,163.15,145.67,0.211463,0.1,1.21,1.26,128,2739
2025-10-14,AAPL,2025-11-08,C,154.41,145.67,0.214856,0.25,1.22,1.28,93,2910
2025-10-14,AAPL,2025-11-08,C,145.67,145.67,0.226163,0.5,1.29,1.34,21,1313
2025-10-14,AAPL,2025-11-08,P,145.67,145.67,0.226163,-0.5,1.29,1.35,157,992
2025-10-14,AAPL,2025-11-08,P,136.93,145.67,0.23747,-0.25,1.36,1.41,370,4209
2025-10-14,AAPL,2025-11-08,P,128.19,145.67,0.241992,-0.1,1.38,1.44,376,3068
2025-10-14,AAPL,2025-11-15,C,163.15,145.67,0.214263,0.1,1.23,1.27,350,645
2025-10-14,AAPL,2025-11-15,C,154.41,145.67,0.217656,0.25,1.24,1.29,46,3734
2025-10-14,AAPL,2025-11-15,C,145.67,145.67,0.228963,0.5,1.31,1.36,155,96
2025-10-14,AAPL,2025-11-15,P,145.67,145.67,0.228963,-0.5,1.31,1.36,421,2947
2025-10-14,AAPL,2025-11-15,P,136.93,145.67,0.24027,-0.25,1.37,1.43,429,176
2025-10-14,AAPL,2025-11-15,P,128.19,145.67,0.244792,-0.1,1.41,1.45,499,1313
2025-10-14,AAPL,2025-12-13,C,163.15,145.67,0.225463,0.1,1.29,1.33,231,2714
2025-10-14,AAPL,2025-12-13,C,154.41,145.67,0.228856,0.25,1.31,1.35,19,3244
2025-10-14,AAPL,2025-12-13,C,145.67,145.67,0.240163,0.5,1.37,1.43,20,4852
2025-10-14,AAPL,2025-12-13,P,145.67,145.67,0.240163,-0.5,1.37,1.43,64,1374
2025-10-14,AAPL,2025-12-13,P,136.93,145.67,0.25147,-0.25,1.44,1.49,52,1653
2025-10-14,AAPL,2025-12-13,P,128.19,145.67,0.255992,-0.1,1.46,1.52,44,308
2025-10-15,AAPL,2025-11-09,C,160.39,143.21,0.236104,0.1,1.33,1.38,182,1104
2025-10-15,AAPL,2025-11-09,C,151.8,143.21,0.239826,0.25,1.35,1.4,236,3298
2025-10-15,AAPL,2025-11-09,C,143.21,143.21,0.252233,0.5,1.42,1.47,229,4554
2025-10-15,AAPL,2025-11-09,P,143.21,143.21,0.252233,-0.5,1.42,1.47,348,756
2025-10-15,AAPL,2025-11-09,P,134.61,143.21,0.264641,-0.25,1.49,1.54,392,3282
2025-10-15,AAPL,2025-11-09,P,126.02,143.21,0.269604,-0.1,1.52,1.57,92,379
2025-10-15,AAPL,2025-11-16,C,160.39,143.21,0.238904,0.1,1.34,1.4,431,1532
2025-10-15,AAPL,2025-11-16,C,151.8,143.21,0.242626,0.25,1.37,1.41,351,3121
2025-10-15,AAPL,2025-11-16,C,143.21,143.21,0.255033,0.5,1.43,1.49,196,3316
2025-10-15,AAPL,2025-11-16,P,143.21,143.21,0.255033,-0.5,1.43,1.49,177,946
2025-10-15,AAPL,2025-11-16,P,134.61,143.21,0.267441,-0.25,1.51,1.56,476,4146
2025-10-15,AAPL,2025-11-16,P,126.02,143.21,0.272404,-0.1,1.54,1.59,80,1817
2025-10-15,AAPL,2025-12-14,C,160.39,143.21,0.250104,0.1,1.4,1.46,77,713
2025-10-15,AAPL,2025-12-14,C,151.8,143.21,0.253826,0.25,1.43,1.48,216,4368
2025-10-15,AAPL,2025-12-14,C,143.21,143.21,0.266233,0.5,1.5,1.55,391,4902
2025-10-15,AAPL,2025-12-14,P,143.21,143.21,0.266233,-0.5,1.5,1.55,270,264
2025-10-15,AAPL,2025-12-14,P,134.61,143.21,0.278641,-0.25,1.57,1.63,156,2146
2025-10-15,AAPL,2025-12-14,P,126.02,143.21,0.283604,-0.1,1.6,1.65,337,1977
2025-10-16,AAPL,2025-11-10,C,160.33,143.15,0.2052,0.1,1.15,1.2,39,4229
2025-10-16,AAPL,2025-11-10,C,151.74,143.15,0.209472,0.25,1.18,1.22,143,933
2025-10-16,AAPL,2025-11-10,C,143.15,143.15,0.223712,0.5,1.26,1.31,110,33
2025-10-16,AAPL,2025-11-10,P,143.15,143.15,0.223712,-0.5,1.25,1.31,397,1487
2025-10-16,AAPL,2025-11-10,P,134.56,143.15,0.237953,-0.25,1.34,1.39,391,359
2025-10-16,AAPL,2025-11-10,P,125.97,143.15,0.243649,-0.1,1.37,1.42,129,3118
2025-10-16,AAPL,2025-11-17,C,160.33,143.15,0.208,0.1,1.17,1.21,70,1081
2025-10-16,AAPL,2025-11-17,C,151.74,143.15,0.212272,0.25,1.19,1.24,22,1081
2025-10-16,AAPL,2025-11-17,C,143.15,143.15,0.226512,0.5,1.27,1.32,486,846
2025-10-16,AAPL,2025-11-17,P,143.15,143.15,0.226512,-0.5,1.27,1.32,36,3442
2025-10-16,AAPL,2025-11-17,P,134.56,143.15,0.240753,-0.25,1.35,1.4,254,2990
2025-10-16,AAPL,2025-11-17,P,125.97,143.15,0.246449,-0.1,1.39,1.43,368,4664
2025-10-16,AAPL,2025-12-15,C,160.33,143.15,0.2192,0.1,1.23,1.28,440,1441
2025-10-16,AAPL,2025-12-15,C,151.74,143.15,0.223472,0.25,1.25,1.31,484,3279
2025-10-16,AAPL,2025-12-15,C,143.15,143.15,0.237712,0.5,1.33,1.39,142,4434
2025-10-16,AAPL,2025-12-15,P,143.15,143.15,0.237712,-0.5,1.34,1.38,301,4190
2025-10-16,AAPL,2025-12-15,P,134.56,143.15,0.251953,-0.25,1.42,1.47,188,1806
2025-10-16,AAPL,2025-12-15,P,125.97,143.15,0.257649,-0.1,1.45,1.5,210,532
2025-10-17,AAPL,2025-11-11,C,159.19,142.14,0.200094,0.1,1.12,1.16,143,1304
2025-10-17,AAPL,2025-11-11,C,150.66,142.14,0.203842,0.25,1.13,1.19,447,3553
2025-10-17,AAPL,2025-11-11,C,142.14,142.14,0.216333,0.5,1.21,1.25,72,4072
2025-10-17,AAPL,2025-11-11,P,142.14,142.14,0.216333,-0.5,1.2,1.26,289,4243
2025-10-17,AAPL,2025-11-11,P,133.61,142.14,0.228824,-0.25,1.28,1.32,198,223
2025-10-17,AAPL,2025-11-11,P,125.08,142.14,0.233821,-0.1,1.3,1.36,104,758
2025-10-17,AAPL,2025-11-18,C,159.19,142.14,0.202894,0.1,1.13,1.18,357,80
2025-10-17,AAPL,2025-11-18,C,150.66,142.14,0.206642,0.25,1.15,1.2,341,4498
2025-10-17,AAPL,2025-11-18,C,142.14,142.14,0.219133,0.5,1.22,1.27,255,4792
2025-10-17,AAPL,2025-11-18,P,142.14,142.14,0.219133,-0.5,1.22,1.27,196,2225
2025-10-17,AAPL,2025-11-18,P,133.61,142.14,0.231624,-0.25,1.29,1.34,74,4481
2025-10-17,AAPL,2025-11-18,P,125.08,142.14,0.236621,-0.1,1.32,1.37,200,4864
2025-10-17,AAPL,2025-12-16,C,159.19,142.14,0.214094,0.1,1.19,1.24,378,1017
2025-10-17,AAPL,2025-12-16,C,150.66,142.14,0.217842,0.25,1.21,1.27,330,4736
2025-10-17,AAPL,2025-12-16,C,142.14,142.14,0.230333,0.5,1.28,1.34,239,4287
2025-10-17,AAPL,2025-12-16,P,142.14,142.14,0.230333,-0.5,1.28,1.34,408,4721
2025-10-17,AAPL,2025-12-16,P,133.61,142.14,0.242824,-0.25,1.36,1.4,167,4321
2025-10-17,AAPL,2025-12-16,P,125.08,142.14,0.247821,-0.1,1.39,1.43,60,1702
2025-10-20,AAPL,2025-11-14,C,157.56,140.67,0.21931,0.1,1.21,1.26,100,1168
2025-10-20,AAPL,2025-11-14,C,149.11,140.67,0.223117,0.25,1.23,1.28,498,2801
2025-10-20,AAPL,2025-11-14,C,140.67,140.67,0.235808,0.5,1.3,1.36,475,1397
2025-10-20,AAPL,2025-11-14,P,140.67,140.67,0.235808,-0.5,1.31,1.35,400,3880
2025-10-20,AAPL,2025-11-14,P,132.23,140.67,0.248499,-0.25,1.37,1.43,206,2732
2025-10-20,AAPL,2025-11-14,P,123.79,140.67,0.253575,-0.1,1.4,1.46,202,4202
